CHAPTER,DIAGNOSIS_CODE,TITLE,SHORT_DESC,LONG_DESC
II,20220,Neoplasms,Szry dis unsp xtrndl org,"Sezary's disease, unspecified site, extranodal and solid organ sites"
II,20221,Neoplasms,Sezary's disease head,"Sezary's disease, lymph nodes of head, face, and neck"
II,20222,Neoplasms,Sezary's disease thorax,"Sezary's disease, intrathoracic lymph nodes"
II,20223,Neoplasms,Sezary's disease abdom,"Sezary's disease, intra-abdominal lymph nodes"
II,20224,Neoplasms,Sezary's disease axilla,"Sezary's disease, lymph nodes of axilla and upper limb"
II,20225,Neoplasms,Sezary's disease inguin,"Sezary's disease, lymph nodes of inguinal region and lower limb"
II,20226,Neoplasms,Sezary's disease pelvic,"Sezary's disease, intrapelvic lymph nodes"
II,20227,Neoplasms,Sezary's disease spleen,"Sezary's disease, spleen"
II,20228,Neoplasms,Sezary's disease mult,"Sezary's disease, lymph nodes of multiple sites"
II,20230,Neoplasms,Mlg hist unsp xtrndl org,"Malignant histiocytosis, unspecified site, extranodal and solid organ sites"
II,20231,Neoplasms,Mal histiocytosis head,"Malignant histiocytosis, lymph nodes of head, face, and neck"
II,20232,Neoplasms,Mal histiocytosis thorax,"Malignant histiocytosis, intrathoracic lymph nodes"
II,20233,Neoplasms,Mal histiocytosis abdom,"Malignant histiocytosis, intra-abdominal lymph nodes"
II,20234,Neoplasms,Mal histiocytosis axilla,"Malignant histiocytosis, lymph nodes of axilla and upper limb"
II,20235,Neoplasms,Mal histiocytosis inguin,"Malignant histiocytosis, lymph nodes of inguinal region and lower limb"
II,20236,Neoplasms,Mal histiocytosis pelvic,"Malignant histiocytosis, intrapelvic lymph nodes"
II,20237,Neoplasms,Mal histiocytosis spleen,"Malignant histiocytosis, spleen"
II,20238,Neoplasms,Mal histiocytosis mult,"Malignant histiocytosis, lymph nodes of multiple sites"
II,20240,Neoplasms,Lk rtctl unsp xtrndl org,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites"
II,20241,Neoplasms,Hairy-cell leukem head,"Leukemic reticuloendotheliosis, lymph nodes of head, face, and neck"
II,20242,Neoplasms,Hairy-cell leukem thorax,"Leukemic reticuloendotheliosis, intrathoracic lymph nodes"
II,20243,Neoplasms,Hairy-cell leukem abdom,"Leukemic reticuloendotheliosis, intra-abdominal lymph nodes"
II,20244,Neoplasms,Hairy-cell leukem axilla,"Leukemic reticuloendotheliosis, lymph nodes of axilla and upper arm"
II,20245,Neoplasms,Hairy-cell leukem inguin,"Leukemic reticuloendotheliosis, lymph nodes of inguinal region and lower limb"
II,20246,Neoplasms,Hairy-cell leukem pelvic,"Leukemic reticuloendotheliosis, intrapelvic lymph nodes"
II,20247,Neoplasms,Hairy-cell leukem spleen,"Leukemic reticuloendotheliosis, spleen"
II,20248,Neoplasms,Hairy-cell leukem mult,"Leukemic reticuloendotheliosis, lymph nodes of multiple sites"
II,20250,Neoplasms,Ltr-siwe unsp xtrndl org,"Letterer-siwe disease, unspecified site, extranodal and solid organ sites"
II,20251,Neoplasms,Letterer-siwe dis head,"Letterer-siwe disease, lymph nodes of head, face, and neck"
II,20252,Neoplasms,Letterer-siwe dis thorax,"Letterer-siwe disease, intrathoracic lymph nodes"
II,20253,Neoplasms,Letterer-siwe dis abdom,"Letterer-siwe disease, intra-abdominal lymph nodes"
II,20254,Neoplasms,Letterer-siwe dis axilla,"Letterer-siwe disease, lymph nodes of axilla and upper limb"
II,20255,Neoplasms,Letterer-siwe dis inguin,"Letterer-siwe disease, lymph nodes of inguinal region and lower limb"
II,20256,Neoplasms,Letterer-siwe dis pelvic,"Letterer-siwe disease, intrapelvic lymph nodes"
II,20257,Neoplasms,Letterer-siwe dis spleen,"Letterer-siwe disease, spleen"
II,20258,Neoplasms,Letterer-siwe dis mult,"Letterer-siwe disease, lymph nodes of multiple sites"
II,20260,Neoplasms,Mlg mast unsp xtrndl org,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites"
II,20261,Neoplasms,Mal mastocytosis head,"Malignant mast cell tumors, lymph nodes of head, face, and neck"
II,20262,Neoplasms,Mal mastocytosis thorax,"Malignant mast cell tumors, intrathoracic lymph nodes"
II,20263,Neoplasms,Mal mastocytosis abdom,"Malignant mast cell tumors, intra-abdominal lymph nodes"
II,20264,Neoplasms,Mal mastocytosis axilla,"Malignant mast cell tumors, lymph nodes of axilla and upper limb"
II,20265,Neoplasms,Mal mastocytosis inguin,"Malignant mast cell tumors, lymph nodes of inguinal region and lower limb"
II,20266,Neoplasms,Mal mastocytosis pelvic,"Malignant mast cell tumors, intrapelvic lymph nodes"
II,20267,Neoplasms,Mal mastocytosis spleen,"Malignant mast cell tumors, spleen"
II,20268,Neoplasms,Mal mastocytosis mult,"Malignant mast cell tumors, lymph nodes of multiple sites"
II,20270,Neoplasms,Periph T cell lym xtrndl,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites"
II,20271,Neoplasms,Periph T cell lymph head,"Peripheral T cell lymphoma, lymph nodes of head, face, and neck"
II,20272,Neoplasms,Periph T cell lym thorax,"Peripheral T cell lymphoma, intrathoracic lymph nodes"
II,20273,Neoplasms,Periph T cell lym abdom,"Peripheral T cell lymphoma, intra-abdominal lymph nodes"
II,20274,Neoplasms,Periph T cell lym axilla,"Peripheral T cell lymphoma, lymph nodes of axilla and upper limb"
II,20275,Neoplasms,Periph T cell lym inguin,"Peripheral T cell lymphoma, lymph nodes of inguinal region and lower limb"
II,20276,Neoplasms,Periph T cell lym pelvic,"Peripheral T cell lymphoma, intrapelvic lymph nodes"
II,20277,Neoplasms,Periph T cell lym spleen,"Peripheral T cell lymphoma, spleen"
II,20278,Neoplasms,Periph T cell lym multip,"Peripheral T cell lymphoma, lymph nodes of multiple sites"
II,20280,Neoplasms,Oth lymp unsp xtrndl org,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites"
II,20281,Neoplasms,Lymphomas NEC head,"Other malignant lymphomas, lymph nodes of head, face, and neck"
II,20282,Neoplasms,Lymphomas NEC thorax,"Other malignant lymphomas, intrathoracic lymph nodes"
II,20283,Neoplasms,Lymphomas NEC abdom,"Other malignant lymphomas, intra-abdominal lymph nodes"
II,20284,Neoplasms,Lymphomas NEC axilla,"Other malignant lymphomas, lymph nodes of axilla and upper limb"
II,20285,Neoplasms,Lymphomas NEC inguin,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb"
II,20286,Neoplasms,Lymphomas NEC pelvic,"Other malignant lymphomas, intrapelvic lymph nodes"
II,20287,Neoplasms,Lymphomas NEC spleen,"Other malignant lymphomas, spleen"
II,20288,Neoplasms,Lymphomas NEC mult,"Other malignant lymphomas, lymph nodes of multiple sites"
II,20290,Neoplasms,Unsp lym unsp xtrndl org,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, unspecified site, extranodal and solid organ sites"
II,20291,Neoplasms,Lymphoid mal NEC head,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck"
II,20292,Neoplasms,Lymphoid mal NEC thorax,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes"
II,20293,Neoplasms,Lymphoid mal NEC abdom,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intra-abdominal lymph nodes"
II,20294,Neoplasms,Lymphoid mal NEC axilla,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of axilla and upper limb"
II,20295,Neoplasms,Lymphoid mal NEC inguin,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of inguinal region and lower limb"
II,20296,Neoplasms,Lymphoid mal NEC pelvic,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrapelvic lymph nodes"
II,20297,Neoplasms,Lymphoid mal NEC spleen,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, spleen"
II,20298,Neoplasms,Lymphoid mal NEC mult,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of multiple sites"
II,20300,Neoplasms,Mult mye w/o achv rmson,"Multiple myeloma, without mention of having achieved remission"
II,20301,Neoplasms,Mult myelm w remission,"Multiple myeloma, in remission"
II,20302,Neoplasms,Mult myeloma in relapse,"Multiple myeloma, in relapse"
II,20310,Neoplasms,Pls cl leu w/o achv rmsn,"Plasma cell leukemia, without mention of having achieved remission"
II,20311,Neoplasms,Plsm cell leuk w rmson,"Plasma cell leukemia, in remission"
II,20312,Neoplasms,Plsm cel leuk in relapse,"Plasma cell leukemia, in relapse"
II,20380,Neoplasms,Oth imno npl wo ach rmsn,"Other immunoproliferative neoplasms, without mention of having achieved remission"
II,20381,Neoplasms,Oth imnprfl npl w rmsn,"Other immunoproliferative neoplasms, in remission"
II,20382,Neoplasms,Oth imnprlf neo-relapse,"Other immunoproliferative neoplasms, in relapse"
II,20400,Neoplasms,Ac lym leuk wo achv rmsn,"Acute lymphoid leukemia, without mention of having achieved remission"
II,20401,Neoplasms,Act lym leuk w rmsion,"Acute lymphoid leukemia, in remission"
II,20402,Neoplasms,Act lymp leuk in relapse,"Acute lymphoid leukemia, in relapse"
II,20410,Neoplasms,Ch lym leuk wo achv rmsn,"Chronic lymphoid leukemia, without mention of having achieved remission"
II,20411,Neoplasms,Chr lym leuk w rmsion,"Chronic lymphoid leukemia, in remission"
II,20412,Neoplasms,Chr lymp leuk in relapse,"Chronic lymphoid leukemia, in relapse"
II,20420,Neoplasms,Sbac lym leu wo ach rmsn,"Subacute lymphoid leukemia, without mention of having achieved remission"
II,20421,Neoplasms,Sbac lym leuk w rmsion,"Subacute lymphoid leukemia, in remission"
II,20422,Neoplasms,Sbac lym leuk in relapse,"Subacute lymphoid leukemia, in relapse"
II,20480,Neoplasms,Oth lym leu wo achv rmsn,"Other lymphoid leukemia, without mention of having achieved remission"
II,20481,Neoplasms,Oth lym leuk w rmsion,"Other lymphoid leukemia, in remission"
II,20482,Neoplasms,Oth lym leuk in relapse,"Other lymphoid leukemia, in relapse"
II,20490,Neoplasms,Uns lym leu wo ach rmsn,"Unspecified lymphoid leukemia, without mention of having achieved remission"
II,20491,Neoplasms,Uns lym leuk w rmsion,"Unspecified lymphoid leukemia, in remission"
II,20492,Neoplasms,Lymp leuk NOS relapse,"Unspecified lymphoid leukemia, in relapse"
II,20500,Neoplasms,Ac myl leuk wo achv rmsn,"Acute myeloid leukemia, without mention of having achieved remission"
II,20501,Neoplasms,Act myl leuk w rmsion,"Acute myeloid leukemia, in remission"
II,20502,Neoplasms,Act myel leuk in relapse,"Acute myeloid leukemia, in relapse"
II,20510,Neoplasms,Ch myl leuk wo achv rmsn,"Chronic myeloid leukemia, without mention of having achieved remission"
II,20511,Neoplasms,Chr myl leuk w rmsion,"Chronic myeloid leukemia, in remission"
II,20512,Neoplasms,Chr myel leuk in relapse,"Chronic myeloid leukemia, in relapse"
II,20520,Neoplasms,Sbac myl leu wo ach rmsn,"Subacute myeloid leukemia, without mention of having achieved remission"
II,20521,Neoplasms,Sbac myl leuk w rmsion,"Subacute myeloid leukemia,in remission"
II,20522,Neoplasms,Sbac myl leuk in relapse,"Subacute myeloid leukemia, in relapse"
II,20530,Neoplasms,Myl sarcoma wo achv rmsn,"Myeloid sarcoma, without mention of having achieved remission"
II,20531,Neoplasms,Myl srcoma w rmsion,"Myeloid sarcoma, in remission"
II,20532,Neoplasms,Myel sarcoma in relapse,"Myeloid sarcoma, in relapse"
II,20580,Neoplasms,Oth my leuk wo achv rmsn,"Other myeloid leukemia, without mention of having achieved remission"
II,20581,Neoplasms,Oth myl leuk w rmsion,"Other myeloid leukemia, in remission"
II,20582,Neoplasms,Oth myel leuk in relapse,"Other myeloid leukemia, in relapse"
II,20590,Neoplasms,Uns my leu wo ach rmsn,"Unspecified myeloid leukemia, without mention of having achieved remission"
II,20591,Neoplasms,Uns myl leuk w rmsion,"Unspecified myeloid leukemia, in remission"
II,20592,Neoplasms,Myel leuk NOS in relapse,"Unspecified myeloid leukemia, in relapse"
II,20600,Neoplasms,Ac mono leu wo achv rmsn,"Acute monocytic leukemia, without mention of having achieved remission"
II,20601,Neoplasms,Act mono leuk w rmsion,"Acute monocytic leukemia,in remission"
II,20602,Neoplasms,Act mono leuk in relapse,"Acute monocytic leukemia, in relapse"
II,20610,Neoplasms,Ch mono leu wo achv rmsn,"Chronic monocytic leukemia, without mention of having achieved remission"
II,20611,Neoplasms,Chr mono leuk w rmsion,"Chronic monocytic leukemia, in remission"
II,20612,Neoplasms,Chr mono leuk in relapse,"Chronic monocytic leukemia, in relapse"
II,20620,Neoplasms,Sbac mno leu wo ach rmsn,"Subacute monocytic leukemia, without mention of having achieved remission"
II,20621,Neoplasms,Sbac mono leuk w rmsion,"Subacute monocytic leukemia, in remission"
II,20622,Neoplasms,Sbac mono leu in relapse,"Subacute monocytic leukemia, in relapse"
II,20680,Neoplasms,Ot mono leu wo achv rmsn,"Other monocytic leukemia, without mention of having achieved remission"
II,20681,Neoplasms,Oth mono leuk w rmsion,"Other monocytic leukemia, in remission"
II,20682,Neoplasms,Oth mono leuk in relapse,"Other monocytic leukemia, in relapse"
II,20690,Neoplasms,Uns mno leu wo ach rmsn,"Unspecified monocytic leukemia, without mention of having achieved remission"
II,20691,Neoplasms,Uns mono leuk w rmsion,"Unspecified monocytic leukemia, in remission"
II,20692,Neoplasms,Mono leuk NOS relapse,"Unspecified monocytic leukemia, in relapse"
II,20700,Neoplasms,Ac erth/erlk wo ach rmsn,"Acute erythremia and erythroleukemia, without mention of having achieved remission"
II,20701,Neoplasms,Act erth/erylk w rmson,"Acute erythremia and erythroleukemia, in remission"
II,20702,Neoplasms,Ac erth/erylk in relapse,"Acute erythremia and erythroleukemia, in relapse"
II,20710,Neoplasms,Chr erythrm w/o ach rmsn,"Chronic erythremia, without mention of having achieved remission"
II,20711,Neoplasms,Chr erythrm w remision,"Chronic erythremia, in remission"
II,20712,Neoplasms,Chr erythrmia in relapse,"Chronic erythremia, in relapse"
II,20720,Neoplasms,Mgkrcyt leuk wo ach rmsn,"Megakaryocytic leukemia, without mention of having achieved remission"
II,20721,Neoplasms,Mgkrycyt leuk w rmsion,"Megakaryocytic leukemia, in remission"
II,20722,Neoplasms,Mgkrycyt leuk in relapse,"Megakaryocytic leukemia, in relapse"
II,20780,Neoplasms,Oth leuk w/o achv rmsn,"Other specified leukemia, without mention of having achieved remission"
II,20781,Neoplasms,Oth spf leuk w remsion,"Other specified leukemia, in remission"
II,20782,Neoplasms,Oth spf leuk in relapse,"Other specified leukemia, in relapse"
II,20800,Neoplasms,Ac leu un cl wo ach rmsn,"Acute leukemia of unspecified cell type, without mention of having achieved remission"
II,20801,Neoplasms,Act leuk uns cl w rmson,"Acute leukemia of unspecified cell type, in remission"
II,20802,Neoplasms,Ac leuk uns cl relapse,"Acute leukemia of unspecified cell type, in relapse"
II,20810,Neoplasms,Ch leu un cl wo ach rmsn,"Chronic leukemia of unspecified cell type, without mention of having achieved remission"
II,20811,Neoplasms,Chr leuk uns cl w rmson,"Chronic leukemia of unspecified cell type, in remission"
II,20812,Neoplasms,Ch leu uns cl in relapse,"Chronic leukemia of unspecified cell type, in relapse"
II,20820,Neoplasms,Sbc leu un cl wo ah rmsn,"Subacute leukemia of unspecified cell type, without mention of having achieved remission"
II,20821,Neoplasms,Sbac leuk uns cl w rmson,"Subacute leukemia of unspecified cell type, in remission"
II,20822,Neoplasms,Sbac leu uns cl-relapse,"Subacute leukemia of unspecified cell type, in relapse"
II,20880,Neoplasms,Ot leu un cl wo ach rmsn,"Other leukemia of unspecified cell type, without mention of having achieved remission"
II,20881,Neoplasms,Oth leuk uns cl w rmson,"Other leukemia of unspecified cell type, in remission"
II,20882,Neoplasms,Oth leuk uns cl-relapse,"Other leukemia of unspecified cell type, in relapse"
II,20890,Neoplasms,Leuk NOS w/o achv rmsn,"Unspecified leukemia, without mention of having achieved remission"
II,20891,Neoplasms,Leukemia NOS w remission,"Unspecified leukemia, in remission"
II,20892,Neoplasms,Leukemia NOS in relapse,"Unspecified leukemia, in relapse"
II,20900,Neoplasms,Mal crcnoid sm intst NOS,"Malignant carcinoid tumor of the small intestine, unspecified portion"
II,20901,Neoplasms,Malig carcinoid duodenum,Malignant carcinoid tumor of the duodenum
II,20902,Neoplasms,Malig carcinoid jejunum,Malignant carcinoid tumor of the jejunum
II,20903,Neoplasms,Malig carcinoid ileum,Malignant carcinoid tumor of the ileum
II,20910,Neoplasms,Mal crcnoid lg intst NOS,"Malignant carcinoid tumor of the large intestine, unspecified portion"
II,20911,Neoplasms,Malig carcinoid appendix,Malignant carcinoid tumor of the appendix
II,20912,Neoplasms,Malig carcinoid cecum,Malignant carcinoid tumor of the cecum
II,20913,Neoplasms,Mal crcnoid ascend colon,Malignant carcinoid tumor of the ascending colon
II,20914,Neoplasms,Mal crcnoid transv colon,Malignant carcinoid tumor of the transverse colon
II,20915,Neoplasms,Mal carcinoid desc colon,Malignant carcinoid tumor of the descending colon
II,20916,Neoplasms,Mal carcinoid sig colon,Malignant carcinoid tumor of the sigmoid colon
II,20917,Neoplasms,Malig carcinoid rectum,Malignant carcinoid tumor of the rectum
II,20920,Neoplasms,Mal crcnd prim site unkn,Malignant carcinoid tumor of unknown primary site
II,20921,Neoplasms,Mal carcinoid bronc/lung,Malignant carcinoid tumor of the bronchus and lung
II,20922,Neoplasms,Malig carcinoid thymus,Malignant carcinoid tumor of the thymus
II,20923,Neoplasms,Malig carcinoid stomach,Malignant carcinoid tumor of the stomach
II,20924,Neoplasms,Malig carcinoid kidney,Malignant carcinoid tumor of the kidney
II,20925,Neoplasms,Mal carcnoid foregut NOS,"Malignant carcinoid tumor of foregut, not otherwise specified"
II,20926,Neoplasms,Mal carcinoid midgut NOS,"Malignant carcinoid tumor of midgut, not otherwise specified"
II,20927,Neoplasms,Mal carcnoid hindgut NOS,"Malignant carcinoid tumor of hindgut, not otherwise specified"
II,20929,Neoplasms,Malig carcinoid oth site,Malignant carcinoid tumor of other sites
II,20930,Neoplasms,Malig neuroendo ca NOS,"Malignant poorly differentiated neuroendocrine carcinoma, any site"
II,20931,Neoplasms,Merkel cell ca-face,Merkel cell carcinoma of the face
